,road1,road2,road5,road6,road7,road8,road9,road10,road11,road12,road13,road14,road15,road16,road17,road18,road19,road20,road21,road22,road23,road24,road25,road26,road27,road28,road29,road30,road31,road32,road34,road35,road36,road37,road38,road39,road40,road41,road42,road43,road44,road45,road47,road48,road49,road50,road51,road52,road53,road54,road55,road56,road57,road58,road59,road60,road62,road63,road64,road65,road66,road67,road68,road69,road70,road71,road72,road73,road74,road75,road76,road77,road78,road79,road81,road82,road83,road84,road85,road86,road87,road88,road89,road90,road91,road92,road93,road94,road95,road96,road98,road99,road100,road101,road102,road104,road105,road106,road107,road108,road109,road110,road111,road113,road114,road115,road116,road117,road118,road119,road120,road121,road122,road123,road125,road126,road127,road128,road129,road132
road31,0.029937946,0.04260778,0.075839155,0.047094748,0.070561553,0.02475553,0.035848247,0.067063747,0.064794822,0.021007089,0.012897839,0.053485276,0.053036835,0.024269439,0.03312371,0.102501632,0.04347571,0.133849205,0.033259308,0.019737708,0.04946418,-0.002733102,0.049897017,0.068045288,0.04566406,0.061361447,0.087554355,0.03813376,1,0.06581959,0.045087844,0.024163989,0.001124643,0.052126697,0.057658112,0.025269705,0.029285714,0.081105911,0.121438087,0.014605888,0.044076444,0.053139978,0.071394341,0.034867121,0.082323368,0.043556755,0.080199563,0.07231103,0.045432714,0.043881109,0.077176495,0.084521018,0.067749589,0.04343301,0.071413339,0.021746669,0.090165442,0.040951144,0.125148816,0.077643828,0.044203514,0.108307949,0.061241438,0.11262389,0.042195318,0.01495585,0.060581956,0.047121946,0.091817238,0.02267543,0.053272278,0.061351138,0.08067142,0.030011013,0.084961827,0.086438333,0.036433176,0.026017387,0.042649906,0.010288509,0.100230908,0.046374699,0.058252816,0.043621259,0.011788436,0.027143637,0.041044463,0.033036505,0.01950949,0.047220138,0.041489729,0.043790453,0.027482608,0.037831969,0.065229136,0.042233751,0.074088328,0.069154078,0.069140058,0.064911307,0.128608472,0.042450234,0.072946138,0.054356295,0.048520718,0.056666454,0.046022836,0.06116556,0.013252979,0.038181785,0.031963377,0.036533113,0.052095424,-0.004546036,0.098090389,0.098152177,0.05005959,0.0566327,0.056836887,0.028813508
road32,0.031360835,0.187459865,0.103343655,0.090829961,0.088590659,0.021088057,0.047298504,0.094794615,0.195306147,0.014181501,0.018743065,0.370767732,0.347900103,0.009975363,0.009575039,0.228709609,0.082491935,0.460320317,0.045371509,0.055766286,0.055327955,-0.007858863,0.086739544,0.501495113,0.076590783,0.049105673,0.138670169,0.046603868,0.06581959,1,0.046648186,0.018959623,-0.003219626,0.034345068,0.331489563,0.109029628,0.040429747,0.106300773,0.422861915,0.019517419,0.253661795,0.255104356,0.090720272,0.08097679,0.250075604,0.064005411,0.091173241,0.128380431,0.068364062,0.160881068,0.069659638,0.092968552,0.077604866,0.078941534,0.112702273,0.04042309,0.279321936,0.054662047,0.326719132,0.316038935,0.204291246,0.437846531,0.079021889,0.271948758,0.042336869,0.011026791,0.816975833,0.135381885,0.084668881,0.026157124,0.153982481,0.169745719,0.386895943,0.068121041,0.111544842,0.060182136,0.057946529,0.023806231,0.016289239,-0.003868718,0.125671674,0.053893259,0.306608815,0.087684611,0.001147624,0.07224748,0.060743521,0.08842939,0.010639411,0.049997663,0.046303575,0.049818285,0.033239205,0.013920125,0.329802448,0.005202497,0.111124654,0.27594303,0.076688162,0.424503136,0.258961354,0.066341093,0.141984463,0.178887966,0.238258717,0.126614713,0.013395587,0.143047901,0.004465302,0.066065536,0.076115864,0.104608831,0.046954443,0.014830048,0.123992479,0.809533318,0.075410574,0.219428755,0.072834063,0.079578927
road34,0.01656083,0.034679197,0.04378937,0.082483352,0.038177358,0.018646489,0.042365166,0.035428105,0.039402777,0.001296889,-0.002460654,0.032939534,0.034079062,0.033158674,0.022059371,0.271311697,0.024612686,0.081819069,0.050010998,0.01050992,0.041761324,0.008409204,0.039088793,0.050048031,0.10006599,0.123281199,0.058144746,0.059398726,0.045087844,0.046648186,1,0.032987104,-0.012449298,0.028144086,0.049052462,0.01290405,0.022315758,0.110824272,0.077272709,0.011558911,0.03597541,0.07672139,0.016649412,0.058776657,0.044779421,0.046229859,0.024768585,0.044722266,0.022947749,0.029894867,0.040893791,0.023015406,0.019601757,0.010349116,0.032895362,0.024234825,0.077359707,0.107356939,0.110048834,0.094956256,0.034781529,0.054359649,0.043718911,0.074144769,0.016693254,0.001002783,0.044686684,0.029430316,0.059059608,0.016003794,0.050906501,0.078648421,0.056407008,0.024923849,0.048678191,0.027885709,0.038752283,0.035388303,0.020393748,0.027122887,0.023214399,0.005190176,0.038891363,0.035109515,0.034492464,0.038626425,0.045491814,0.014738632,0.005767449,0.024589725,0.025776898,0.044662532,0.028686556,0.016006817,0.034047873,0.391465141,0.082599942,0.158140189,0.040363319,0.031104222,0.074570551,0.035499969,0.081518986,0.025706808,0.04664195,0.055354677,0.022494352,0.097953819,0.011289635,0.025299465,0.029968176,0.015272105,0.102020309,0.008376337,0.064596283,0.061821152,0.008837842,0.035951988,0.029020099,0.03013806
road35,0.022586221,0.008614657,0.031326384,0.021925578,0.017926115,0.003737355,0.017702835,0.009286553,0.020918916,0.02530433,0.000374782,0.005109133,0.009591235,0.005710001,0.020445047,0.045592266,0.022664363,0.046808796,0.034896396,0.012491669,0.005046656,-0.00805143,0.022140156,0.019301408,0.018597504,0.040276104,0.027135224,0.036939214,0.024163989,0.018959623,0.032987104,1,-0.000385025,0.028349585,0.009135573,0.005018141,0.007454502,0.047695336,0.053380049,0.01170913,-0.001464092,0.015508002,0.035476832,0.020032709,0.086655904,0.028945825,0.051458703,0.028303114,0.016209482,0.003463877,0.061942751,-0.008624704,-0.002158146,0.012767061,0.032287603,0.013571405,0.038269419,0.029352823,0.071621431,0.026139799,0.008349434,0.028541502,0.03705319,0.108575459,0.007511684,0.009719011,0.017773499,0.022336488,0.054529184,0.001738491,0.035105848,0.038860755,0.018663261,0.028871078,0.028340751,0.012741249,0.025643478,0.032792684,0.024086943,0.000824897,0.055351615,0.017461362,0.016657947,0.022670059,0.006906863,0.014084304,0.013294464,-0.003143592,-0.002641332,0.028523125,0.017284159,0.046007288,0.013149263,0.029248659,0.011967242,0.012830177,0.04524228,0.03234249,0.061562008,0.028483664,0.080112158,0.033961818,0.040414231,0.002412059,0.008605756,0.037623124,0.018000621,0.035379724,0.005233783,0.018793493,0.016841898,0.018361453,0.011081305,-0.009284319,0.064496225,0.0217441,0.031717564,0.037002601,0.025963096,0.02426848
road36,0.002941248,0.011206358,-0.007443619,-0.008422878,-0.02625462,-0.000719942,0.001488988,-0.005566731,-0.007118159,-0.032302282,-0.013107824,0.010122358,0.008621653,0.053097148,0.008142736,-0.003905538,-0.011077281,-0.025034508,0.051175092,0.000879596,-0.009875404,-0.014508768,-0.020566575,0.007207906,-0.010347107,-0.004539089,-0.027876546,-0.013473393,0.001124643,-0.003219626,-0.012449298,-0.000385025,1,0.022784854,0.010022433,-0.007350097,0.033467055,-0.006110894,-0.002905988,-0.007759681,0.009584992,0.025753157,0.007635932,-0.014343743,-0.005647511,0.019899199,-0.00408093,0.006060608,-0.003625899,-0.000944534,-0.002098343,-0.008845423,-0.023842031,0.005734841,-0.030137603,-0.013908666,0.004869363,0.00813939,0.004466,0.023618589,0.023086959,-0.000104659,-0.016804885,-0.012954007,0.004078632,-0.009514732,0.000718223,-0.01738006,-0.008577676,-0.002995944,-0.009621611,-0.009120265,0.005974718,-0.02282921,-0.009254497,-0.015228198,-0.014205263,0.006929914,-0.014101273,0.061206147,-0.006926345,-0.002719126,0.009423705,-0.008216245,0.038816375,-0.016289069,-0.004073774,0.00931092,0.128875751,-0.010092862,-0.004966446,-0.016879228,-0.00575265,-0.001624957,0.009950992,-0.006476882,-0.004975994,0.012166681,-0.014724562,0.009141899,-0.013488838,-0.017624726,0.009499672,-0.00423414,0.017116862,-0.019885277,0.013178868,-0.001933908,-0.002576718,-0.017959151,-0.004292603,-0.00207779,0.009609664,-0.018027559,-0.028083905,-0.009240502,0.000593287,-0.010147947,0.001704458,-0.000404986
road37,0.077524039,0.010174088,0.041267375,0.030354325,0.056971178,0.01337449,0.01094775,0.029778955,0.03396776,0.012673341,0.013483908,0.032180841,0.029106232,0.055021811,0.320526469,0.047639244,0.039677315,0.084264343,0.045548684,0.038518729,0.027668993,0.019852173,0.041823504,0.034415455,0.026514389,0.057412394,0.053988128,0.08872318,0.052126697,0.034345068,0.028144086,0.028349585,0.022784854,1,0.027568859,0.023114348,0.109893972,0.063566421,0.062932307,0.008726404,0.018273346,0.045931701,0.044167476,0.035246019,0.041344461,0.117426828,0.053675619,0.053530527,0.027167202,0.031666098,0.05124373,0.046405158,0.049229951,0.060339651,0.0481416,0.018509279,0.054103453,0.033802612,0.098119698,0.061409581,0.03987625,0.061791123,0.056984744,0.064946164,0.089989675,-0.004801991,0.030459139,0.029637463,0.065579047,0.00872628,0.046466427,0.040475701,0.031853338,0.030720111,0.051366318,0.02906052,0.021801958,0.013332242,0.012620578,0.049389346,0.073868806,0.033328566,0.028177058,0.04294828,0.05588145,0.025418151,0.028204731,0.019754466,0.028943056,0.035669444,0.042511368,0.026443756,0.027872866,0.179277501,0.046107908,0.047125433,0.043250427,0.054738192,0.059063054,0.03058286,0.077466784,0.034838514,0.045863277,0.026227309,0.023679357,0.034665221,0.233935251,0.04289355,0.028711636,0.021707147,0.041643281,0.019088818,0.047746559,0.027907384,0.056098857,0.047937168,0.027283649,0.042028194,0.178637813,0.030875367
road38,0.023599182,0.268032731,0.061499713,0.188410951,0.06563635,0.000804716,0.093518025,0.096418215,0.139375642,0.005375149,0.029347422,0.432661227,0.463657224,0.009557059,0.005344559,0.182761698,0.045344902,0.193572933,0.039088292,0.042678388,0.046705703,0.000871302,0.069870734,0.304956435,0.040652745,0.11448235,0.152355168,0.038950615,0.057658112,0.331489563,0.049052462,0.009135573,0.010022433,0.027568859,1,0.182238953,0.030559398,0.121033078,0.57680706,0.004827584,0.731451053,0.23374404,0.09379512,0.055090141,0.156667683,0.046730775,0.067091151,0.088701791,0.059929939,0.393574901,0.075061853,0.071936713,0.068112708,0.159608446,0.114083664,0.036760759,0.247666937,0.045357524,0.271380235,0.270987053,0.204239606,0.411157981,0.036417647,0.170693429,0.023434137,0.020056067,0.356785759,0.19753126,0.050376155,0.005281339,0.124536619,0.210602259,0.799255683,0.043094113,0.073119252,0.054429824,0.03264638,0.019434707,0.019459687,0.005131818,0.119179671,0.077394424,0.257537809,0.110437216,0.004986205,0.078517028,0.03870537,0.065087065,0.026693464,0.059449867,0.042840283,0.038031136,0.041001278,0.014627118,0.446361654,0.008517179,0.11193017,0.199013857,0.038660757,0.212074424,0.26494366,0.022238197,0.189596328,0.215468275,0.268034232,0.101112958,-0.002689515,0.229805508,0.00363015,0.041012055,0.056380039,0.267028534,0.022225203,0.004362467,0.084627048,0.304074918,0.082265644,0.208835745,0.058901708,0.069326388
road39,0.014318885,0.073769707,0.034972366,0.101756275,0.055628686,0.024402899,0.033008833,0.055743678,0.068752231,0.01370498,-0.008029334,0.244486463,0.247101601,0.000923964,0.036690235,0.049096693,0.033563778,0.084344306,0.01145124,0.026622413,0.023492723,0.010082332,0.046922405,0.102336227,0.02455825,0.076238969,0.088646828,0.019579347,0.025269705,0.109029628,0.01290405,0.005018141,-0.007350097,0.023114348,0.182238953,1,0.004370501,0.056571187,0.136384316,0.00345882,0.161030702,0.064180058,0.045736701,0.029650996,0.056847337,0.014422571,0.051852212,0.0393828,0.015670372,0.100041222,0.049418183,0.040180762,0.042191807,0.1322238,0.143700169,0.007723023,0.073273402,0.016767601,0.098172679,0.081995023,0.05369741,0.159269927,0.040505417,0.057311249,0.132309156,0.002769152,0.120326393,0.034878989,0.030263735,0.012186151,0.09198205,0.077462291,0.136305971,0.034631962,0.035335855,0.026498433,0.023765539,0.01167808,0.010004221,0.001632461,0.038564394,0.013580115,0.131306858,0.044893024,0.004542669,0.073004822,0.019926321,0.027461147,-0.002297937,0.013370141,0.010688305,0.032783835,0.007208312,0.03420062,0.269110184,0.012045785,0.040715814,0.053717621,0.036947618,0.086136015,0.105115122,0.024723656,0.065217497,0.126110484,0.065019893,0.029071528,0.02535503,0.103413325,0.015769137,0.023392117,0.029981357,0.097566329,0.020961232,0.009395416,0.034975373,0.107705804,0.031063431,0.079419176,0.026628682,0.017803923
road40,0.025710617,0.036601988,0.028563753,0.040668781,0.033601493,-0.000419891,0.028980753,0.016138365,0.012948652,-0.026692911,-0.005377322,0.035079693,0.029583531,0.082150133,0.056874443,0.038718941,0.030032316,0.049240616,0.049989871,-0.001663276,0.029540726,0.015109958,0.01925681,0.03153236,0.021907487,0.04914898,0.01101418,0.135625376,0.029285714,0.040429747,0.022315758,0.007454502,0.033467055,0.109893972,0.030559398,0.004370501,1,0.065759149,0.054650164,0.008690808,0.030673528,0.038898522,0.039454458,0.013811953,0.026738735,0.412002396,0.036212378,0.043515935,0.039857321,0.032907199,0.028170052,0.029765324,0.025580718,0.025030247,0.01162524,0.014478905,0.04606049,0.03366493,0.055668864,0.044191341,0.036245994,0.043341426,0.017751284,0.029003304,0.054303635,0.007122998,0.042469264,0.025081977,0.034784145,0.008701954,0.023484724,0.029935724,0.043061153,0.006786565,0.033441879,0.021902037,0.052186607,0.014825338,0.004849802,0.078991361,0.049212331,0.034960331,0.032652583,0.022571818,0.084330403,0.012551973,0.028050314,0.02957461,0.044810194,0.033374248,0.027826035,0.001925753,0.023141383,0.037469805,0.031770355,0.015546382,0.033569015,0.039755776,0.032561965,0.02637336,0.042560328,0.012632947,0.040155539,0.029892317,0.041132801,0.021017748,0.045810511,0.04970197,0.00699864,0.010896373,0.031010973,0.005620799,0.033451554,0.005042917,0.020821929,0.048673727,0.025979609,0.020461952,0.076709811,0.012199952
road41,0.034672894,0.076592899,0.097160379,0.28588006,0.096816404,0.025288448,0.054739732,0.087158961,0.080850385,-0.000115451,0.009328368,0.119943912,0.123674587,0.049965739,0.040205153,0.124431356,0.076919165,0.199034776,0.040651467,0.011070222,0.10223437,0.011438751,0.039598443,0.082720738,0.071898047,0.425938821,0.061573528,0.070290905,0.081105911,0.106300773,0.110824272,0.047695336,-0.006110894,0.063566421,0.121033078,0.056571187,0.065759149,1,0.201536366,0.01709993,0.111051708,0.118658954,0.150795624,0.05315908,0.124191275,0.093113577,0.129237896,0.113213855,0.074094579,0.082820817,0.121599016,0.100698925,0.092670922,0.081906479,0.079085246,0.090934106,0.160733459,0.048965743,0.212667898,0.135997684,0.158791787,0.170177123,0.0948031,0.146527121,0.066232462,0.051747165,0.090539531,0.086454159,0.095293771,0.029450858,0.100195098,0.173156179,0.132505873,0.057483482,0.098873197,0.070524056,0.060343758,0.040845349,0.038017661,0.035696316,0.27826654,0.174541924,0.06568985,0.03459499,0.054913514,0.036343362,0.054739023,0.055742234,0.031866147,0.156990266,0.099641907,0.043767277,0.102014771,0.045079626,0.122696928,0.091819232,0.078831985,0.172199574,0.10306445,0.082370065,0.173456623,0.065523487,0.173762478,0.047061187,0.112027045,0.124768542,0.040769161,0.240234348,0.008270324,0.066228496,0.093112146,0.098711173,0.069834896,-0.007450061,0.150847727,0.166144858,0.095846931,0.146391936,0.071171617,0.050685574
road42,0.044420234,0.239317834,0.12156381,0.17792945,0.124303777,0.014270596,0.08567574,0.14289579,0.173292815,0.007914137,0.045196108,0.370947367,0.357719039,0.054218077,0.029201435,0.283677878,0.091143772,0.369796784,0.071282328,0.063767405,0.078344539,-0.005485819,0.090622338,0.368837113,0.086358647,0.142968192,0.148445864,0.089290412,0.121438087,0.422861915,0.077272709,0.053380049,-0.002905988,0.062932307,0.57680706,0.136384316,0.054650164,0.201536366,1,0.022639332,0.371130576,0.306379007,0.153080005,0.089097741,0.265429202,0.096787419,0.124631582,0.169200042,0.092840185,0.224615618,0.145220375,0.131804604,0.120470242,0.126249765,0.127584759,0.06880314,0.345902757,0.081906963,0.473492481,0.391679991,0.257223942,0.439026274,0.107905359,0.323073927,0.063027873,0.023524974,0.390844551,0.269763913,0.134386445,0.030021881,0.149040307,0.23426294,0.73489469,0.106323819,0.163217964,0.086158168,0.077433392,0.046303557,0.034063408,0.024351198,0.244552742,0.119992553,0.250911696,0.100759799,0.039138102,0.096976733,0.070304517,0.099741387,0.027609253,0.112757333,0.084965174,0.070817238,0.075785037,0.057797593,0.366693744,0.033793595,0.16047906,0.349871956,0.119125384,0.240666419,0.432656326,0.07643845,0.221291521,0.156779227,0.301541725,0.182704682,0.033631333,0.228239273,0.008843074,0.097904886,0.087022091,0.187851288,0.068208321,0.013001239,0.200792429,0.480011009,0.104150443,0.290328345,0.096421449,0.104220621
road43,0.005416861,-0.005436954,0.015563063,-0.008313125,0.01719728,0.013746164,-0.003745048,0.008789316,0.012244619,0.019926709,0.00530699,0.010930414,0.002533535,0.007796977,0.001816813,-0.015551987,0.018948241,0.041915786,0.002446706,0.007808439,0.014532907,0.011096759,0.013654126,0.01120471,-0.02301235,0.00361088,0.010428957,0.007528574,0.014605888,0.019517419,0.011558911,0.01170913,-0.007759681,0.008726404,0.004827584,0.00345882,0.008690808,0.01709993,0.022639332,1,-0.003629112,0.005966975,0.003728099,-0.01274967,0.020601945,0.010452487,0.00035025,0.021104642,0.020268494,0.009138139,0.019735889,0.014050393,0.022274084,0.008235063,0.01017159,0.015640229,0.012777822,0.012711322,0.02623059,0.015701778,0.001245913,0.025675718,0.011828265,0.032812576,-0.002016848,0.024524878,0.014556774,0.007297904,0.020304035,0.013149539,0.007398668,0.02255596,0.007302232,0.014466993,0.013648367,0.014102956,0.007576357,0.027558338,0.006915287,-0.002171373,0.032026144,0.023969612,0.018599904,0.007335179,0.00866736,0.004731155,-0.004255807,0.01583185,-0.011449992,0.018167299,0.003357006,0.017695493,0.015450595,-0.005736302,0.005231845,-0.025136493,0.023893579,0.009152883,0.020732953,0.014831522,0.031791547,0.009764834,-0.002947357,0.004055857,0.004295238,0.012869805,0.015630586,0.004331572,-0.003751589,0.017992842,-0.004056499,-0.006847206,0.011039545,0.001468742,0.032477415,0.034888687,0.000958972,0.002634444,0.018608059,0.018733995
road44,0.020323646,0.214675232,0.044764125,0.19662285,0.05312775,-0.00175276,0.074431292,0.098002517,0.111705581,0.007694361,0.034814242,0.38287693,0.456882297,0.01719474,0.0056076,0.135286616,0.042789131,0.151407621,0.04074301,0.025720434,0.04028763,0.005980096,0.067695159,0.249470958,0.033172321,0.112976065,0.142433486,0.050564208,0.044076444,0.253661795,0.03597541,-0.001464092,0.009584992,0.018273346,0.731451053,0.161030702,0.030673528,0.111051708,0.371130576,-0.003629112,1,0.217031158,0.089806212,0.044759364,0.102051069,0.045531294,0.077678067,0.066384439,0.061941607,0.575066442,0.072497337,0.056409192,0.048827718,0.169018284,0.10750761,0.027223303,0.191606861,0.021279152,0.215081625,0.225503118,0.20137825,0.366497389,0.02686405,0.111534628,0.028276228,0.012120224,0.274566673,0.135858899,0.044016112,0.005748454,0.104738053,0.2094922,0.529205501,0.024835434,0.06542407,0.048006006,0.026338314,0.01413315,0.017022543,0.009310844,0.077015367,0.046000728,0.232593157,0.117055263,0.008846455,0.05624957,0.036673663,0.066257057,0.036731043,0.036999688,0.03654872,0.027254302,0.032153399,0.010795619,0.415115,0.008993247,0.085419248,0.160763905,0.031645249,0.170174133,0.213051183,0.019931424,0.198325473,0.22260251,0.212903943,0.087206697,-0.008794936,0.20731931,0.006814688,0.025890916,0.043472709,0.313672168,0.012088626,0.011478918,0.064709016,0.226297306,0.079388443,0.158670408,0.071505448,0.061575703
road45,0.016312355,0.16010497,0.067911746,0.113314946,0.059653963,0.007614681,0.054406476,0.074786071,0.060438314,0.006004404,0.172239268,0.204530615,0.199370398,0.057299504,0.01573272,0.229086638,0.050695181,0.187566164,0.110894757,0.048664471,0.056045497,-0.005133499,0.048183984,0.25969353,0.044977756,0.081133619,0.076113618,0.082769278,0.053139978,0.255104356,0.07672139,0.015508002,0.025753157,0.045931701,0.23374404,0.064180058,0.038898522,0.118658954,0.306379007,0.005966975,0.217031158,1,0.047873943,0.032532473,0.192122782,0.078634047,0.030376837,0.119689139,0.068686541,0.156237598,0.066833605,0.09895165,0.068478965,0.071616206,0.060551551,0.063266351,0.211374816,0.033613262,0.415978619,0.687928668,0.658376003,0.213871217,0.052347897,0.204347462,0.037831583,-0.002431452,0.235501987,0.093663999,0.067956723,0.012884705,0.104286576,0.157936574,0.267214615,0.043411455,0.078536103,0.045115104,0.045328769,0.011972667,0.012604778,0.049383286,0.086952643,0.064898947,0.174800446,0.046291729,0.040841789,0.055279569,0.03989799,0.259866104,0.06803308,0.080946556,0.086851588,0.03332828,0.08886557,0.030963085,0.197012976,0.040588197,0.076604809,0.483721785,0.050217183,0.170095888,0.169021719,0.040301887,0.269606344,0.10881902,0.199418114,0.117725967,0.015026792,0.161606331,0.00923083,0.060326912,0.074508915,0.142690956,0.040766621,-0.001501423,0.091412469,0.277184443,0.042998567,0.177623851,0.069883106,0.05017351
road47,0.036224762,0.108524908,0.07930205,0.073986,0.075574043,0.034900434,0.050409368,0.058189433,0.084495882,0.001553918,-0.011956602,0.099925831,0.09454793,0.028803353,0.027234778,0.069652056,0.051442128,0.163342511,0.018509431,0.003577202,0.063974311,0.007275149,0.030694239,0.089194936,0.063482004,0.0961793,0.050483208,0.048936603,0.071394341,0.090720272,0.016649412,0.035476832,0.007635932,0.044167476,0.09379512,0.045736701,0.039454458,0.150795624,0.153080005,0.003728099,0.089806212,0.047873943,1,0.071248541,0.089343351,0.06313363,0.579545833,0.069132764,0.057802814,0.061717902,0.342434746,0.057273141,0.056757407,0.061314441,0.083291089,0.05594711,0.177242072,0.035661461,0.126867941,0.070311043,0.038896475,0.157486196,0.076270671,0.117304826,0.045659227,0.021494679,0.074268235,0.053500642,0.068849032,0.026105394,0.0499504,0.086542546,0.110687702,0.03377213,0.066892752,0.044010373,0.028028594,0.046411284,0.03299547,0.01520759,0.192127762,0.115656431,0.083379858,0.022405843,0.026515157,0.015035993,0.075762167,0.032260089,0.001475346,0.114131208,0.068585608,0.041935737,0.060484955,0.035219174,0.107556925,0.039799111,0.070194451,0.079349495,0.081226239,0.06233986,0.159199967,0.051133876,0.086014037,0.039135987,0.116515774,0.066852426,0.040639517,0.090001724,0.019179711,0.040719125,0.055772554,0.047369624,0.038939369,0.033528203,0.098073626,0.133620127,0.515802156,0.154140315,0.071252858,0.062605954
road48,0.024862033,0.047796549,0.047842532,0.037857768,0.043196554,0.038729952,0.034838029,0.033738143,0.038957667,0.02224151,0.010720556,0.065902921,0.066433437,0.006685824,0.021892819,0.08142943,0.028957607,0.10367013,0.009367892,0.020177722,0.029856431,-0.002653634,0.046354565,0.061836294,0.327921461,0.046132809,0.06413275,0.054696781,0.034867121,0.08097679,0.058776657,0.020032709,-0.014343743,0.035246019,0.055090141,0.029650996,0.013811953,0.05315908,0.089097741,-0.01274967,0.044759364,0.032532473,0.071248541,1,0.055415789,0.037494755,0.081031478,0.042914376,0.022760395,0.04161956,0.030840094,0.044193249,0.036028139,0.036922443,0.054085206,0.030954606,0.076078183,0.072074892,0.091205502,0.046808981,0.025921186,0.074243171,0.050473219,0.080745319,0.018613894,0.005759643,0.075437546,0.042152927,0.056612962,0.018019316,0.050238785,0.050008411,0.064273365,0.024482564,0.049206759,0.030095134,0.025524561,0.03072555,0.01706928,0.005394354,0.053570437,0.025415733,0.036054396,0.029142493,0.010182851,0.010827466,0.337408975,-0.000204461,-0.006118048,0.036279102,0.033906222,0.044160464,0.022674547,0.021879526,0.069786409,0.091870609,0.078952852,0.060013572,0.037532366,0.051254499,0.091937279,0.023462087,0.052754361,0.033976257,0.065497577,0.043595565,0.015995182,0.054938792,0.017308273,0.04161443,0.039783389,0.043573554,0.040387634,0.007281985,0.07096703,0.093064996,0.038684165,0.05901433,0.026597857,0.022016943
road49,0.035530178,0.130205206,0.100645248,0.095028726,0.120637074,0.007207035,0.06132068,0.12491935,0.090899966,0.01953509,0.021254985,0.151525145,0.153809701,0.0347872,0.020844781,0.235738511,0.074987807,0.219613711,0.026831483,0.024722105,0.053941146,0.001502826,0.046850172,0.229041425,0.050203559,0.090991785,0.097805113,0.039513554,0.082323368,0.250075604,0.044779421,0.086655904,-0.005647511,0.041344461,0.156667683,0.056847337,0.026738735,0.124191275,0.265429202,0.020601945,0.102051069,0.192122782,0.089343351,0.055415789,1,0.052424964,0.073892964,0.132960161,0.064023298,0.083148994,0.076091635,0.137327953,0.111978594,0.055274541,0.0697323,0.076308216,0.207715451,0.045840987,0.273609188,0.245080795,0.185762992,0.206804064,0.070753415,0.609458808,0.056001127,0.012186214,0.232805725,0.091089037,0.113346124,0.019510219,0.556945131,0.149302947,0.205774137,0.0323821,0.131734368,0.053372411,0.060734162,0.033394655,0.019409965,0.022195019,0.174877148,0.113556349,0.125678401,0.052160202,0.034829029,0.032487601,0.051584508,0.073842159,0.024192625,0.099002429,0.086012343,0.053996631,0.074873719,0.052937545,0.159490924,0.007975463,0.092946224,0.204589838,0.109313084,0.162376141,0.170237719,0.039936804,0.151284542,0.065988865,0.167883693,0.113717857,0.023718409,0.137789936,0.008956167,0.062035337,0.091935329,0.076871837,0.048222171,0.004448747,0.126411077,0.286560277,0.061112431,0.125853033,0.061931111,0.04620707
road50,0.023769466,0.061151213,0.046840535,0.065640387,0.053486145,-0.00083329,0.038991,0.032952453,0.04110476,-0.025630768,0.018541449,0.038630233,0.043577856,0.122565676,0.054750971,0.081501423,0.048412968,0.113842722,0.143913612,0.02452954,0.031455743,0.009528901,0.045096679,0.066504549,0.047727525,0.075338831,0.050634436,0.387646011,0.043556755,0.064005411,0.046229859,0.028945825,0.019899199,0.117426828,0.046730775,0.014422571,0.412002396,0.093113577,0.096787419,0.010452487,0.045531294,0.078634047,0.06313363,0.037494755,0.052424964,1,0.079779149,0.055544202,0.062188222,0.038931519,0.066993837,0.052453388,0.039034014,0.043091539,0.04359128,0.024096572,0.084951862,0.036460111,0.133667684,0.09153882,0.0728236,0.078520891,0.058677017,0.072494777,0.055843468,0.002998375,0.059519916,0.039776298,0.056408172,0.021646544,0.034318422,0.066657555,0.061723069,0.019753761,0.056425539,0.027846854,0.140602184,0.006971397,0.018332597,0.115522609,0.076526009,0.039044514,0.047663026,0.040382786,0.10387582,0.021941394,0.04216652,0.038631015,0.082451011,0.050524978,0.043152965,0.023178429,0.042106674,0.057042749,0.053617587,0.053236382,0.048684695,0.084027294,0.052519261,0.048712028,0.093896404,0.038590536,0.087274136,0.042407606,0.063274145,0.060894635,0.065488957,0.075784898,0.010492899,0.030663176,0.03504731,0.026759475,0.028736651,-0.001003158,0.071761534,0.092823506,0.038738605,0.056663564,0.089886431,0.030773406
