,road1,road2,road5,road6,road7,road8,road9,road10,road11,road12,road13,road14,road15,road16,road17,road18,road19,road20,road21,road22,road23,road24,road25,road26,road27,road28,road29,road30,road31,road32,road34,road35,road36,road37,road38,road39,road40,road41,road42,road43,road44,road45,road47,road48,road49,road50,road51,road52,road53,road54,road55,road56,road57,road58,road59,road60,road62,road63,road64,road65,road66,road67,road68,road69,road70,road71,road72,road73,road74,road75,road76,road77,road78,road79,road81,road82,road83,road84,road85,road86,road87,road88,road89,road90,road91,road92,road93,road94,road95,road96,road98,road99,road100,road101,road102,road104,road105,road106,road107,road108,road109,road110,road111,road113,road114,road115,road116,road117,road118,road119,road120,road121,road122,road123,road125,road126,road127,road128,road129,road132
road70,0.034723503,0.018922866,0.047500767,0.031872252,0.062718162,0.010967077,0.020278509,0.038243163,0.043037533,0.003186742,0.007188949,0.042096421,0.037103733,0.034885179,0.074941991,0.043099808,0.039916912,0.096648009,0.016324368,0.013673591,0.035691002,0.008496835,0.032143398,0.032795234,0.033431463,0.054494099,0.037197837,0.040133712,0.042195318,0.042336869,0.016693254,0.007511684,0.004078632,0.089989675,0.023434137,0.132309156,0.054303635,0.066232462,0.063027873,-0.002016848,0.028276228,0.037831583,0.045659227,0.018613894,0.056001127,0.055843468,0.053522142,0.061190759,0.042243487,0.029888383,0.046984301,0.037940885,0.058088583,0.07934012,0.035347155,0.02539778,0.049237637,0.038098928,0.084991389,0.055542652,0.029439791,0.058240731,0.034165245,0.062730126,1,-0.006572706,0.034905381,0.039116077,0.04916474,0.016553888,0.036841154,0.040998559,0.033584943,0.024976479,0.051817432,0.032812615,0.025824981,0.013930463,0.011037877,0.024084988,0.063019089,0.030131406,0.028408384,0.026430744,0.02495488,0.017530498,0.015578675,0.043301287,0.018006664,0.035403693,0.031227187,0.018929113,0.030642326,0.201074861,0.052803467,0.024012751,0.029992699,0.057234648,0.063621524,0.038466149,0.071796371,0.02850078,0.036639445,0.037903888,0.034606036,0.038279162,0.094109986,0.039434764,0.078911404,0.031230358,0.033942992,0.00724776,0.039680493,0.013743057,0.055509751,0.06850672,0.034150331,0.03455409,0.048463368,0.03031819
road71,0.013357766,0.003356893,0.012936358,0.024544591,0.008375757,0.021071771,0.008942722,0.000923422,0.018794427,0.024047343,-0.008792401,0.007733032,0.006557249,0.012784881,0.001330978,-0.014347021,0.011307575,0.029806756,-0.005482458,0.012485629,0.007217126,0.007995623,0.018131403,-0.00021963,0.008636557,0.031789201,0.016899281,0.00705013,0.01495585,0.011026791,0.001002783,0.009719011,-0.009514732,-0.004801991,0.020056067,0.002769152,0.007122998,0.051747165,0.023524974,0.024524878,0.012120224,-0.002431452,0.021494679,0.005759643,0.012186214,0.002998375,0.02100279,0.008980481,0.027558339,-0.001160367,0.014869085,0.008712652,0.001692666,0.010807403,0.010044806,0.045313638,0.021074114,0.005803029,0.000208254,-0.004835345,0.003420182,0.024539689,0.011459552,0.019853812,-0.006572706,1,0.001324014,0.009740922,0.011241262,0.007420461,0.007829075,0.009893389,0.02257241,0.009859602,0.014938995,0.015274525,0.012109689,0.007390865,0.018689795,0.013898663,0.064609855,0.045742734,0.01394901,0.006933015,0.00593839,0.003552208,0.030703937,0.004749309,-0.001820691,0.048438272,0.053869212,0.015878139,0.045942511,0.000587538,0.008212348,0.006555885,0.011911035,-0.007281086,0.008679613,-0.000680359,0.026012317,0.009251131,0.02108223,0.002272438,-0.003032934,-0.001395768,0.006508064,0.015618776,-0.003302317,0.011320656,0.041770346,0.018727836,0.014755743,0.000459906,0.012904543,0.024165234,0.011397812,0.017208302,0.001090551,0.016801787
road72,0.026699046,0.164545618,0.09048579,0.099155369,0.076743645,0.017705182,0.047059919,0.081533078,0.219255944,0.003977785,0.011217224,0.44552503,0.427066539,0.004460564,0.010681192,0.19843783,0.072396711,0.363991455,0.046726151,0.052273305,0.057579868,-0.00675855,0.092521435,0.485781025,0.068354662,0.053469339,0.149596726,0.048707615,0.060581956,0.816975833,0.044686684,0.017773499,0.000718223,0.030459139,0.356785759,0.120326393,0.042469264,0.090539531,0.390844551,0.014556774,0.274566673,0.235501987,0.074268235,0.075437546,0.232805725,0.059519916,0.073893987,0.113869473,0.062513029,0.179308818,0.061084658,0.080396737,0.069452101,0.096554904,0.108614557,0.032760236,0.229319956,0.044938235,0.287630729,0.281889035,0.19051663,0.489039019,0.069365649,0.237749977,0.034905381,0.001324014,1,0.118305557,0.077752885,0.02135668,0.157090837,0.179435916,0.377569903,0.059101897,0.086604824,0.056012288,0.044459775,0.027288005,0.019092299,-0.009585608,0.094299613,0.043847263,0.322304498,0.100837486,0.000470523,0.075410569,0.057621697,0.074194652,0.012050907,0.041874337,0.036415242,0.053197233,0.024433244,0.013784551,0.396548329,0.008949176,0.08977375,0.239206246,0.067825898,0.541741655,0.244508142,0.052368023,0.125874721,0.207490388,0.206592689,0.122562587,0.011872632,0.159309888,0.004132419,0.050787874,0.068704321,0.123994864,0.04459326,0.012813233,0.111517583,0.64615301,0.064869113,0.186959308,0.066977589,0.074988759
road73,0.020638368,0.055945859,0.060389422,0.059790874,0.060182696,0.012832277,0.015156811,0.067932608,0.053251115,0.001223672,0.020954496,0.10381034,0.097845271,0.031002828,0.024101374,0.096515585,0.057877418,0.147974299,0.024829188,0.024013211,0.033501791,-0.005784614,0.05517453,0.110054116,0.036950443,0.060484345,0.072393191,0.053731731,0.047121946,0.135381885,0.029430316,0.022336488,-0.01738006,0.029637463,0.19753126,0.034878989,0.025081977,0.086454159,0.269763913,0.007297904,0.135858899,0.093663999,0.053500642,0.042152927,0.091089037,0.039776298,0.064477598,0.061448961,0.049195131,0.076035132,0.062364178,0.068397199,0.054941455,0.052617683,0.047969624,0.024665208,0.114576225,0.024640193,0.174086872,0.138549171,0.07478321,0.126422484,0.058497599,0.127272156,0.039116077,0.009740922,0.118305557,1,0.075828662,0.010881482,0.046094721,0.080472708,0.240528367,0.045335918,0.132001557,0.030418791,0.034238381,0.018695573,0.019085736,0.017335877,0.100590342,0.050918382,0.077775151,0.048482698,0.024535476,0.035850573,0.022183544,0.039332442,0.013330528,0.045382827,0.034262586,0.028553793,0.031589095,0.033522394,0.111470271,0.039569412,0.057832983,0.116717799,0.05513738,0.093714751,0.163344358,0.036386043,0.076971038,0.0648573,0.086673415,0.059906318,0.015670217,0.08286199,0.002591584,0.034357904,0.035630066,0.056927306,0.023544384,0.003393266,0.075887305,0.166814134,0.035954213,0.11784707,0.034954951,0.06385981
road74,0.037974068,0.043598358,0.143483564,0.042834105,0.093907228,0.032872411,0.029734871,0.119047283,0.068790239,-0.003454741,0.01581568,0.056244803,0.051234349,0.037787875,0.039676821,0.115062992,0.103113986,0.164241265,0.057509039,0.030678265,0.058046661,0.006554672,0.093797466,0.08634335,0.060345225,0.064009398,0.11035274,0.075809,0.091817238,0.084668881,0.059059608,0.054529184,-0.008577676,0.065579047,0.050376155,0.030263735,0.034784145,0.095293771,0.134386445,0.020304035,0.044016112,0.067956723,0.068849032,0.056612962,0.113346124,0.056408172,0.081599152,0.087821694,0.057548524,0.034418586,0.088179623,0.102586167,0.081276891,0.060377226,0.066192101,0.026356931,0.114415312,0.056355798,0.158467162,0.10167619,0.04999429,0.099145484,0.07781952,0.15035409,0.04916474,0.011241262,0.077752885,0.075828662,1,0.035963831,0.059057538,0.07692058,0.075248196,0.041302294,0.173031618,0.053017322,0.050029096,0.044716057,0.046074536,0.013712921,0.097024781,0.031747502,0.070617827,0.068932594,0.032205292,0.036056204,0.044666848,0.026056107,0.002855295,0.046200168,0.02611522,0.060694559,0.025697522,0.044490782,0.06625311,0.035888784,0.08039729,0.088622001,0.090839323,0.063249904,0.147064537,0.066260278,0.089698106,0.046528655,0.071066107,0.070438719,0.032678511,0.068513791,0.010245461,0.075236294,0.029178521,0.033357136,0.039140825,0.008155676,0.11117812,0.125612253,0.047650039,0.08078284,0.061837548,0.044950135
road75,0.007417566,-0.002463098,0.076277288,0.01922043,0.01608661,0.006265296,0.00119508,0.017357166,0.013239855,0.004205964,-0.001930805,0.011487652,0.015373409,-0.001030418,0.014763224,0.027453535,0.023679724,0.037176836,0.019536132,0.005876154,0.014920888,0.012429037,0.019849639,0.014485746,0.019191949,0.023662515,0.021605064,0.020317676,0.02267543,0.026157124,0.016003794,0.001738491,-0.002995944,0.00872628,0.005281339,0.012186151,0.008701954,0.029450858,0.030021881,0.013149539,0.005748454,0.012884705,0.026105394,0.018019316,0.019510219,0.021646544,0.020771744,0.025516974,0.019982258,0.011296783,0.02695773,0.018641814,0.016623169,0.015216948,0.011367832,0.007136426,0.0276204,0.029574989,0.041440585,0.018791551,0.008525771,0.03479646,0.070216233,0.028840435,0.016553888,0.007420461,0.02135668,0.010881482,0.035963831,1,0.014935105,0.019735481,0.019425194,0.014486879,0.033848,0.080973296,0.009911081,0.019402844,0.145451121,-0.012365209,0.039283113,0.016489683,0.015833025,0.013201036,-0.00239981,0.01763831,0.022181902,0.007256125,-0.013120665,0.017123519,0.012962724,0.02177591,0.006383491,0.016713789,0.023998238,0.018245299,0.016491127,0.021201821,0.018245937,0.020713753,0.050530329,0.044246516,0.014089246,0.012094418,0.00768144,0.017624852,0.015590298,0.020331621,0.002629547,0.01555557,0.006228575,0.007679657,0.006079155,0.003567092,0.026933423,0.041764991,0.012506019,0.021580323,0.017333948,0.005555584
road76,0.025860211,0.088001258,0.070648179,0.108249478,0.083044976,-0.000143957,0.032129148,0.080137452,0.070404078,0.009432368,0.01521148,0.155131953,0.192916587,0.017587219,0.024938039,0.155868094,0.050390263,0.125501276,0.013554817,-0.003255515,0.035383368,-0.00629174,0.042003453,0.133600773,0.031899914,0.093800331,0.082804935,0.027173581,0.053272278,0.153982481,0.050906501,0.035105848,-0.009621611,0.046466427,0.124536619,0.09198205,0.023484724,0.100195098,0.149040307,0.007398668,0.104738053,0.104286576,0.0499504,0.050238785,0.556945131,0.034318422,0.040735778,0.075229035,0.033496596,0.069062517,0.045501407,0.094837588,0.081183823,0.072174054,0.061329245,0.045990291,0.123474679,0.029050514,0.159489836,0.140574929,0.123445561,0.156375696,0.039403687,0.335148264,0.036841154,0.007829075,0.157090837,0.046094721,0.059057538,0.014935105,1,0.104467617,0.11397711,0.02650974,0.083597276,0.033780701,0.051089992,0.019407317,0.01811757,0.009844103,0.103091292,0.071945684,0.067030888,0.032566817,0.021774528,0.036949341,0.043555904,0.04795062,0.005623121,0.058099807,0.054650604,0.025404692,0.042530617,0.05312788,0.163738952,0.025633087,0.065905098,0.101667201,0.070485845,0.109766477,0.10454596,0.021772499,0.10752684,0.045143317,0.109103244,0.054233971,0.034396656,0.127025905,0.00268935,0.02141897,0.049425617,0.079858103,0.026797377,0.000751928,0.076094703,0.159953018,0.030231625,0.069493335,0.039302155,0.028381848
road77,0.028546548,0.06670533,0.074455996,0.352546451,0.066672859,0.005141756,0.030462825,0.068355803,0.067053864,0.007405639,0.024389961,0.162716425,0.163343513,0.018371557,0.019142011,0.144577507,0.064980824,0.171803195,0.028556617,0.039013179,0.088137284,0.003488087,0.085432081,0.153536261,0.064496227,0.219808112,0.115446544,0.067526249,0.061351138,0.169745719,0.078648421,0.038860755,-0.009120265,0.040475701,0.210602259,0.077462291,0.029935724,0.173156179,0.23426294,0.02255596,0.2094922,0.157936574,0.086542546,0.050008411,0.149302947,0.066657555,0.082040971,0.086441475,0.066563343,0.153855087,0.076666739,0.074670089,0.060964603,0.088987173,0.073710479,0.066232172,0.152635594,0.04522365,0.23284783,0.203571183,0.144879512,0.178456329,0.082110492,0.17855591,0.040998559,0.009893389,0.179435916,0.080472708,0.07692058,0.019735481,0.104467617,1,0.201495748,0.04201313,0.080642206,0.05942454,0.045297444,0.032203351,0.024063548,0.00878627,0.148890058,0.094719943,0.109246247,0.064769407,0.017430125,0.028657018,0.050185893,0.046460429,0.018800336,0.105405582,0.083949853,0.096326707,0.087816655,0.036553924,0.161419934,0.063962861,0.086298926,0.17910167,0.071362039,0.13793719,0.184791521,0.052615395,0.11909258,0.098080763,0.107460944,0.432644032,0.035931581,0.601892672,0.006221141,0.052274439,0.076112886,0.210608245,0.0576547,0.014716182,0.352641747,0.196344401,0.069792127,0.103826671,0.077212519,0.050342069
road78,0.028360345,0.243398968,0.085343712,0.133755384,0.087158608,0.004702742,0.078553938,0.11818609,0.142100174,0.008715265,0.031898475,0.385515478,0.377198316,0.025582963,0.008345817,0.225329257,0.05895748,0.247004232,0.04505815,0.056732216,0.059717624,-0.004876757,0.060370318,0.349176437,0.057060644,0.08946759,0.111085303,0.041306919,0.08067142,0.386895943,0.056407008,0.018663261,0.005974718,0.031853338,0.799255683,0.136305971,0.043061153,0.132505873,0.73489469,0.007302232,0.529205501,0.267214615,0.110687702,0.064273365,0.205774137,0.061723069,0.079626491,0.109115412,0.070022348,0.288162102,0.08768776,0.096098284,0.081766044,0.127797203,0.105961263,0.052702529,0.28924866,0.054515932,0.330462242,0.322165259,0.220173741,0.39967278,0.05567323,0.228418699,0.033584943,0.02257241,0.377569903,0.240528367,0.075248196,0.019425194,0.11397711,0.201495748,1,0.061234134,0.109187646,0.059182596,0.047065658,0.022423064,0.019849357,0.010948168,0.164556479,0.093119501,0.253441614,0.080771884,0.011885727,0.07564172,0.045149878,0.080730676,0.024414065,0.082083674,0.065160433,0.042449261,0.059122875,0.019797213,0.371255896,0.012274403,0.126971414,0.262649909,0.06303478,0.226296546,0.311376758,0.036831266,0.193800377,0.157805811,0.280228656,0.121489642,0.00541376,0.195286322,0.003274173,0.060471132,0.068401833,0.204239314,0.035821128,0.009383617,0.121866241,0.382612024,0.089561745,0.230802492,0.066241896,0.073302803
road79,0.011650645,0.017250762,0.043977812,0.023830297,0.03710181,0.002122254,0.020140452,0.036852079,0.067649526,-0.010519965,0.020440056,0.037865746,0.043373945,-0.001460533,0.023286599,0.049888426,0.0351747,0.106538568,0.019906916,0.02123689,0.026093403,0.011329717,0.041428819,0.043194859,0.02475325,0.037224311,0.054953293,0.030537161,0.030011013,0.068121041,0.024923849,0.028871078,-0.02282921,0.030720111,0.043094113,0.034631962,0.006786565,0.057483482,0.106323819,0.014466993,0.024835434,0.043411455,0.03377213,0.024482564,0.0323821,0.019753761,0.040910142,0.046786075,0.028447282,0.024516038,0.049366498,0.037896685,0.036659207,0.038182491,0.046166217,0.010718061,0.052011672,0.036855057,0.087809511,0.056552263,0.02881213,0.067069337,0.045258812,0.051907271,0.024976479,0.009859602,0.059101897,0.045335918,0.041302294,0.014486879,0.02650974,0.04201313,0.061234134,1,0.059985563,0.022448486,0.027586748,0.028267666,0.010977649,-0.010284453,0.04083821,0.004499426,0.041820713,0.046792229,0.00726353,0.059344669,0.017651069,0.007810986,-2.29397E-05,0.018023328,0.011585538,0.047884235,0.012134095,0.02497071,0.034266199,0.018274581,0.049319576,0.049346717,0.04619345,0.039910863,0.047689628,0.041595832,0.046759682,0.031961704,0.015431471,0.032390602,0.016755271,0.033867232,0.003793059,0.023454872,0.006570805,0.031055909,0.031123761,0.004849143,0.054900641,0.091514195,0.019165804,0.07420132,0.035618928,0.044238087
road81,0.039972652,0.033168501,0.096574896,0.053686846,0.13173221,0.00782776,0.029061708,0.34700728,0.057759841,0.016509902,-0.000517058,0.076022978,0.069055014,0.01594411,0.034206604,0.109499437,0.071429871,0.165609405,0.026096899,0.021832122,0.048569809,0.001767443,0.072955901,0.104213535,0.054244736,0.062046548,0.103421348,0.073005815,0.084961827,0.111544842,0.048678191,0.028340751,-0.009254497,0.051366318,0.073119252,0.035335855,0.033441879,0.098873197,0.163217964,0.013648367,0.06542407,0.078536103,0.066892752,0.049206759,0.131734368,0.056425539,0.08241105,0.093499622,0.045123247,0.045644928,0.082012278,0.16393389,0.140255983,0.056524932,0.075244259,0.039766513,0.107192567,0.055857756,0.174599368,0.112592964,0.063754936,0.119389785,0.073968129,0.163520014,0.051817432,0.014938995,0.086604824,0.132001557,0.173031618,0.033848,0.083597276,0.080642206,0.109187646,0.059985563,1,0.0536157,0.041695727,0.034135862,0.033960812,-0.001506588,0.102336555,0.049049445,0.068768361,0.061009046,0.023387678,0.033729644,0.046995165,0.033711655,0.007066697,0.060456031,0.053522954,0.054147564,0.054542403,0.03984105,0.077591909,0.034893618,0.080259169,0.114569648,0.092787213,0.06873659,0.143863713,0.058497434,0.076927257,0.05252465,0.057076263,0.07582724,0.031776403,0.076457811,0.006545103,0.055542313,0.047370702,0.04207951,0.04185641,0.006451981,0.11318712,0.15455275,0.048160372,0.081979992,0.053209389,0.03874383
road82,0.018985806,0.0231803,0.089389359,0.045588107,0.038452829,0.006962226,0.02557617,0.034801817,0.03900527,0.020734026,-0.0004254,0.060853937,0.058041359,0.00380834,0.021989657,0.060260678,0.056403639,0.100427234,0.015374967,0.013838167,0.04149954,0.003753142,0.072211447,0.043849688,0.047739864,0.042624693,0.076304473,0.031370252,0.086438333,0.060182136,0.027885709,0.012741249,-0.015228198,0.02906052,0.054429824,0.026498433,0.021902037,0.070524056,0.086158168,0.014102956,0.048006006,0.045115104,0.044010373,0.030095134,0.053372411,0.027846854,0.046228902,0.061915468,0.032769859,0.041371998,0.043541843,0.045141764,0.042639604,0.048633118,0.050834072,0.022647532,0.052300657,0.027370591,0.088063124,0.057419988,0.036031534,0.083240254,0.089806028,0.070757107,0.032812615,0.015274525,0.056012288,0.030418791,0.053017322,0.080973296,0.033780701,0.05942454,0.059182596,0.022448486,0.0536157,1,0.022972871,0.018351315,0.16120906,-0.004992658,0.071296141,0.034904241,0.04835268,0.041633956,0.006506382,0.024214133,0.035121797,0.031704613,0.007408927,0.039308535,0.032925253,0.038842154,0.025390115,0.041104553,0.062428141,0.030331622,0.043795075,0.052991571,0.044824623,0.047946975,0.083730734,0.1656708,0.050580011,0.051149532,0.027807245,0.030752648,0.025394075,0.052991254,0.006217245,0.042171757,0.035250034,0.024338953,0.02602374,-0.000722508,0.059593707,0.080681433,0.028683326,0.046269094,0.033928446,0.025109021
road83,0.029500706,0.01558033,0.040216943,0.028611194,0.042260533,-0.000642839,0.012514185,0.040054852,0.033075525,-0.010226812,-0.00611767,0.03959922,0.040116748,0.034719628,0.014852635,0.082532255,0.029301349,0.102319462,0.034324868,0.015963914,0.066905325,0.023402915,0.037626977,0.053110028,0.04529782,0.035057782,0.047161075,0.086599151,0.036433176,0.057946529,0.038752283,0.025643478,-0.014205263,0.021801958,0.03264638,0.023765539,0.052186607,0.060343758,0.077433392,0.007576357,0.026338314,0.045328769,0.028028594,0.025524561,0.060734162,0.140602184,0.038241395,0.041799481,0.043205637,0.026017658,0.045262148,0.034106457,0.032031249,0.026544554,0.035736934,0.022716969,0.05806165,0.02489036,0.093522256,0.06232262,0.035179916,0.059755356,0.038178945,0.081558025,0.025824981,0.012109689,0.044459775,0.034238381,0.050029096,0.009911081,0.051089992,0.045297444,0.047065658,0.027586748,0.041695727,0.022972871,1,0.014808073,0.020761171,0.022709594,0.055300811,0.025992205,0.049504403,0.035081684,0.028608827,0.026012034,0.016677355,0.027225453,0.01483383,0.033195052,0.037743992,0.034327244,0.02114716,0.019619532,0.044881696,0.048745194,0.038775938,0.069134647,0.044552322,0.033971118,0.073984631,0.036590125,0.048037754,0.029505655,0.028986884,0.034167976,0.004966643,0.045220996,0.003616081,0.041034197,0.050066307,0.022057348,0.029451736,0.000472484,0.057289909,0.083345398,0.016515249,0.032835488,0.02919376,0.020682077
road84,0.018906261,0.024232488,0.030960292,0.017733939,0.040307954,0.024740831,0.01826481,0.025891306,0.058971313,0.004759334,-0.003341697,0.028692875,0.026051001,0.002946122,0.014961113,0.027791888,0.022623954,0.083066205,0.047964151,0.00921163,0.003615643,-0.00454651,0.027417267,0.027342438,0.031175291,0.025970605,0.035795317,0.030933798,0.026017387,0.023806231,0.035388303,0.032792684,0.006929914,0.013332242,0.019434707,0.01167808,0.014825338,0.040845349,0.046303557,0.027558338,0.01413315,0.011972667,0.046411284,0.03072555,0.033394655,0.006971397,0.055049892,0.035611388,0.012258712,0.0203498,0.063856489,0.023295956,0.028517436,0.023192739,0.043256633,0.016449446,0.059504334,0.026420987,0.066353275,0.018901029,0.011152692,0.050414752,0.035009454,0.053167446,0.013930463,0.007390865,0.027288005,0.018695573,0.044716057,0.019402844,0.019407317,0.032203351,0.022423064,0.028267666,0.034135862,0.018351315,0.014808073,1,0.014325295,-0.001173595,0.057360835,0.019932441,0.015920861,0.027561512,0.009191319,0.009213785,0.027477954,-0.001122766,-0.001398906,0.027299106,0.020767907,0.031481367,0.019746926,0.012636369,0.031034609,0.032024124,0.041297105,0.024398039,0.036252619,0.022528079,0.082676692,0.02191756,0.03328773,0.009127554,0.023662093,0.025262931,0.00502175,0.027138818,-0.003825872,0.020799913,0.026717135,0.025091199,0.010447042,0.009799334,0.056648453,0.05461814,0.029108029,0.042666434,0.008428303,0.0284095
road85,0.019018211,0.00411468,0.057977123,0.017661637,0.024084808,0.00672998,0.011586793,0.02333936,0.031074716,0.004415822,-0.006450119,0.023785365,0.023625713,0.00419134,0.007325016,0.026981819,0.026840106,0.053750997,0.001769202,0.006844213,0.021732408,0.005862696,0.030439833,0.017507308,0.018702448,0.022296682,0.036586834,0.022774733,0.042649906,0.016289239,0.020393748,0.024086943,-0.014101273,0.012620578,0.019459687,0.010004221,0.004849802,0.038017661,0.034063408,0.006915287,0.017022543,0.012604778,0.03299547,0.01706928,0.019409965,0.018332597,0.047609495,0.025811636,0.026465325,0.01578563,0.038438028,0.023781847,0.030477666,0.029989111,0.034220973,0.016657078,0.025799366,0.019517301,0.036139892,0.020648541,0.008580783,0.042581557,0.06862746,0.043590321,0.011037877,0.018689795,0.019092299,0.019085736,0.046074536,0.145451121,0.01811757,0.024063548,0.019849357,0.010977649,0.033960812,0.16120906,0.020761171,0.014325295,1,0.002777182,0.047046189,0.019228644,0.01940678,0.021430349,0.003235124,0.021937014,0.021036799,0.009158173,0.007125149,0.026267475,0.01859613,0.024666253,0.010897477,0.01314288,0.025693076,0.018204021,0.02364176,0.017225031,0.026793255,0.016201135,0.058792708,0.061572601,0.015516145,0.017958958,0.005639921,0.034271905,0.017106844,0.022012235,0.000633382,0.020394115,0.018610054,0.00214351,0.019738841,0.00283576,0.039617284,0.031429541,0.032625162,0.027986714,0.0217405,0.010767756
road86,0.014351482,0.028982043,0.001492568,0.01985909,0.009640463,0.005252104,0.019185643,0.011998569,0.009445733,0.0070605,0.013488249,0.008540291,0.003952488,0.645610317,0.030863999,0.008746036,0.002049366,0.01181409,0.049863536,0.012204764,-0.003441901,-0.002404394,-0.012150146,0.011278013,0.004102396,0.022977058,-0.008222331,0.077795121,0.010288509,-0.003868718,0.027122887,0.000824897,0.061206147,0.049389346,0.005131818,0.001632461,0.078991361,0.035696316,0.024351198,-0.002171373,0.009310844,0.049383286,0.01520759,0.005394354,0.022195019,0.115522609,0.009777795,0.039182605,0.001884462,0.001831342,0.00521726,0.014796678,0.003516404,0.006166951,0.003015063,0.01252094,0.037436698,-0.008355366,0.036742689,0.038634934,0.04375269,0.005076567,0.016539531,0.02749694,0.024084988,0.013898663,-0.009585608,0.017335877,0.013712921,-0.012365209,0.009844103,0.00878627,0.010948168,-0.010284453,-0.001506588,-0.004992658,0.022709594,-0.001173595,0.002777182,1,0.020851676,0.005805285,0.028094529,-0.001664129,0.3790298,0.000551558,0.027592935,0.024130204,0.193587045,0.004766471,0.009343813,-0.000840254,0.010964858,0.0283791,0.008561448,0.015216888,0.002672816,0.035366335,0.003925501,0.002127584,0.009287428,0.003106525,0.061412004,0.015037892,0.036427068,-0.001116343,0.032285239,0.015955692,-0.000394365,0.015599164,0.014829634,0.00148681,0.006041696,-0.009337543,0.005799158,0.012091483,0.017128383,0.005995985,0.02633977,-0.005090518
road87,0.048993348,0.100941964,0.099399473,0.110336149,0.09919872,0.02081873,0.071044598,0.096338587,0.098063325,0.000116669,-0.00119075,0.106431913,0.103231501,0.039237942,0.05061508,0.185591291,0.075361226,0.229014409,0.029281585,0.018832109,0.073999253,0.027981605,0.033986131,0.089398908,0.067254508,0.179636732,0.056563364,0.058370448,0.100230908,0.125671674,0.023214399,0.055351615,-0.006926345,0.073868806,0.119179671,0.038564394,0.049212331,0.27826654,0.244552742,0.032026144,0.077015367,0.086952643,0.192127762,0.053570437,0.174877148,0.076526009,0.157670146,0.135467301,0.130863315,0.055030728,0.137986751,0.112482953,0.091645318,0.073985056,0.087508812,0.288413802,0.19738056,0.039446552,0.229586298,0.13087496,0.091155953,0.217541634,0.093502854,0.211548044,0.063019089,0.064609855,0.094299613,0.100590342,0.097024781,0.039283113,0.103091292,0.148890058,0.164556479,0.04083821,0.102336555,0.071296141,0.055300811,0.057360835,0.047046189,0.020851676,1,0.614592151,0.071260961,0.032715468,0.042726112,0.036023803,0.075475575,0.035935137,0.019334507,0.509761329,0.297652667,0.062356329,0.339450951,0.07839593,0.116670257,0.033646678,0.099872894,0.129993415,0.106591005,0.077240623,0.206570063,0.077753708,0.143844492,0.034020899,0.137333789,0.135746273,0.062309985,0.14459265,0.021321332,0.060968993,0.212167334,0.057072129,0.048900715,-0.005174301,0.170637312,0.189198124,0.127548805,0.132155727,0.090767936,0.064641909
road88,0.018784463,0.067606329,0.050197088,0.074061219,0.042533072,0.010983871,0.048225929,0.046661389,0.036317545,-0.006329309,-0.010573052,0.062765442,0.069883968,0.015326213,0.019851085,0.130426123,0.031452111,0.100445638,0.000463102,0.004482897,0.047746245,0.040489269,0.00452654,0.0378378,0.024934816,0.110264042,0.012889778,0.011018988,0.046374699,0.053893259,0.005190176,0.017461362,-0.002719126,0.033328566,0.077394424,0.013580115,0.034960331,0.174541924,0.119992553,0.023969612,0.046000728,0.064898947,0.115656431,0.025415733,0.113556349,0.039044514,0.08719668,0.068816663,0.1330758,0.035996981,0.058458398,0.047928035,0.042964318,0.029671431,0.02972867,0.435506664,0.100012541,0.010102769,0.117648315,0.079669865,0.079397786,0.12546661,0.037199354,0.114208141,0.030131406,0.045742734,0.043847263,0.050918382,0.031747502,0.016489683,0.071945684,0.094719943,0.093119501,0.004499426,0.049049445,0.034904241,0.025992205,0.019932441,0.019228644,0.005805285,0.614592151,1,0.030741336,0.005677407,0.013603439,0.006519808,0.043525356,0.024805,0.008800353,0.75481683,0.459217162,0.014320359,0.520757272,0.035862787,0.071798247,0.018620567,0.041250154,0.07873787,0.050120017,0.037333534,0.074681078,0.025353732,0.078214518,0.011672628,0.08518438,0.090010665,0.036690721,0.102437485,0.004109672,0.034385146,0.308916239,0.029268984,0.025765523,0.006416095,0.090182973,0.075957601,0.072039429,0.049279804,0.041862079,0.025878611
